<<<<<<< HEAD
15	0.006302602167560383	0.00438673989553696
20	0.028911531472251024	0.01241827572040955
25	0.04196420659152795	0.010466485623238195
30	0.03887094661319548	0.009274670784240808
35	0.02289427766981308	0.005833808225933856
40	0.012902983598637334	0.0036726784096589847
45	0.00908429424909589	0.002439346647228871
50	0.006537194455085251	0.002187659610642429
55	0.005574957769212932	0.0018424708453410067
60	0.009499497189001328	0.0028470244212290045
=======
15	0.006302602167560383	0.004306778147832929
20	0.028911531472251024	0.01181464051323067
25	0.04196420659152795	0.008872987951725402
30	0.03887094661319548	0.007718671166104103
35	0.02289427766981308	0.0049860534786120925
40	0.012902983598637334	0.0032519293427453067
45	0.00908429424909589	0.002122789445581919
50	0.006537194455085251	0.002009475957438464
55	0.005574957769212932	0.0016884300751534608
60	0.009499497189001328	0.00255467027917637
>>>>>>> b0fbde48bc9104959267c3d30db2851b2a3a2d60
