<<<<<<< HEAD
15	0.05887222705237492	0.014619542439017053
20	0.09684130108720496	0.020844785163100246
25	0.11104670849719404	0.023707595376055695
30	0.0822204588092831	0.017946102752958576
35	0.03777274767173927	0.010079527044924869
40	0.012681904954591747	0.003831562704474813
45	0.01237669824323665	0.0030682667274240715
50	0.016939661023349425	0.003924594800384341
55	0.015581375428424565	0.003521263948539648
60	0.015700484592405136	0.003745220548045834
=======
15	0.05887222705237492	0.012372432523936388
20	0.09684130108720496	0.016443415416549177
25	0.11104670849719404	0.01860782302752564
30	0.0822204588092831	0.014274418961925894
35	0.03777274767173927	0.008753753896620373
40	0.012681904954591747	0.003444754748304966
45	0.01237669824323665	0.0025949112067747554
50	0.016939661023349425	0.0032219221474841827
55	0.015581375428424565	0.002854936556398155
60	0.015700484592405136	0.003116542261203687
>>>>>>> b0fbde48bc9104959267c3d30db2851b2a3a2d60
