<<<<<<< HEAD
15	2.9457922259401372	0.6109650356616952
20	1.95807593466042	0.4042809781947245
25	1.0035815828623749	0.20652463929103962
30	0.5365874256413766	0.11486508082360006
35	0.7627833361055281	0.16063791408881953
40	0.5571237561141891	0.1192659563679765
45	0.36089992716163893	0.07482594911075303
50	0.18063921635120403	0.039247321630436795
55	0.1604195964374503	0.03383096213473191
60	0.16330936096319024	0.03839205112848274
=======
15	2.9457922259401372	0.47055145056511394
20	1.95807593466042	0.31039818850453754
25	1.0035815828623749	0.15819875710236916
30	0.5365874256413766	0.09030659249952061
35	0.7627833361055281	0.12498946807872283
40	0.5571237561141891	0.0937688538636331
45	0.36089992716163893	0.05761570450304906
50	0.18063921635120403	0.031133872899036387
55	0.1604195964374503	0.02634731822864448
60	0.16330936096319024	0.031736816329516034
>>>>>>> b0fbde48bc9104959267c3d30db2851b2a3a2d60
