<<<<<<< HEAD
15	0.04341792604319375	0.013096717361924113
20	0.07026672740082887	0.015756784767154593
25	0.07308443989967343	0.019754151052869325
30	0.0635339908980824	0.01383901127299932
35	0.024701720643745696	0.00590958059157906
40	0.01678109343920075	0.004048818282783955
45	0.014776627939636576	0.0033909495799293162
50	0.012166335345608445	0.0029373119882854138
55	0.011031097521405233	0.0027450203001576964
60	0.011357090648658993	0.0030688190495151806
=======
15	0.04341792604319375	0.01177006671072897
20	0.07026672739187342	0.012722874635675278
25	0.07308443989967343	0.017226523592972005
30	0.0635339908980824	0.01099446647224455
35	0.025304201635056565	0.0049922892156534695
40	0.019144627726412122	0.00365723296343986
45	0.015190820010828965	0.0028207645252427975
50	0.013351848314417705	0.002591935529375623
55	0.014601079871748156	0.0027321313013684598
60	0.013777454229520746	0.002920482931720542
>>>>>>> b0fbde48bc9104959267c3d30db2851b2a3a2d60
