<<<<<<< HEAD
15	0.39337109508074747	0.08113745957769977
20	0.09100367125777761	0.02081433334714628
25	0.1749730020549623	0.03648112466730483
30	0.15530263376051265	0.0318615452023328
35	0.065832660041168	0.015208068764008141
40	0.024694468182315445	0.005799149188813104
45	0.03888701907664301	0.008430369865938432
50	0.024980960173358963	0.0057321391361330395
55	0.029004150069399406	0.00670110562315587
60	0.02252643069645388	0.005205911320955474
=======
15	0.0768162043683156	0.014159956623340101
20	0.0910036712706735	0.016979613644501804
25	0.17497300205005345	0.02819752305804364
30	0.15530263376098524	0.024353175804407743
35	0.0658326600409688	0.012467614880196366
40	0.024694468182315445	0.004791485994447062
45	0.03888701908044825	0.006678894493817362
50	0.024980960166177853	0.004683649493148495
55	0.029004150078154347	0.005493915175617024
60	0.022526430701545003	0.0042686427924979
>>>>>>> b0fbde48bc9104959267c3d30db2851b2a3a2d60
